C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_345.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_345.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_345.jpg,-0.03755869,1,0,30.19029
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_413.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_413.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_413.jpg,-0.03755869,1,0,30.19029
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_479.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_479.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_479.jpg,-0.03755869,1,0,30.19025
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_556.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_556.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_556.jpg,-0.03286385,1,0,30.19034
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_626.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_626.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_626.jpg,-0.01408451,1,0,30.19036
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_694.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_694.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_694.jpg,-0.004694836,1,0,30.1903
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_761.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_761.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_761.jpg,-0.004694836,1,0,30.19027
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_836.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_836.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_836.jpg,-0.004694836,1,0,30.1903
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_902.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_902.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_902.jpg,-0.004694836,1,0,30.19033
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_43_973.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_43_973.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_43_973.jpg,-0.004694836,1,0,30.19028
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_046.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_046.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_046.jpg,-0.004694836,1,0,30.19034
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_118.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_118.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_118.jpg,-0.004694836,1,0,30.19031
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_188.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_188.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_188.jpg,-0.004694836,1,0,30.19034
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_259.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_259.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_259.jpg,-0.004694836,1,0,30.19031
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_326.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_326.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_326.jpg,-0.004694836,1,0,30.19029
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_401.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_401.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_401.jpg,-0.004694836,1,0,30.1903
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_474.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_474.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_474.jpg,-0.004694836,1,0,30.19028
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_541.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_541.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_541.jpg,-0.004694836,1,0,30.19029
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_610.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_610.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_610.jpg,-0.004694836,1,0,30.19032
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_678.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_678.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_678.jpg,-0.004694836,1,0,30.19026
C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\center_2025_05_26_15_47_44_750.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\left_2025_05_26_15_47_44_750.jpg,C:\Users\zachw\OneDrive\Hobbies and stuff\Coding\Udemy Self-Driving Car\Self Driving Car\Data\IMG\right_2025_05_26_15_47_44_750.jpg,-0.004694836,1,0,30.19031
